acheteur_latitude,acheteur_longitude,montant,acheteur_region_nom,type,titulaire_categorie,year
47.756391,7.348711,12125.0,Grand Est,Travaux,GE,2021.0
43.619111,3.848357,3000.0,Occitanie,Fournitures,ETI,2021.0
50.17476,3.234957,147930.0,Hauts-de-France,Fournitures,ETI,2024.0
45.148302,5.717115,40000.0,Auvergne-Rhône-Alpes,Services,PME,2022.0
48.894938,2.291432,114000.0,Île-de-France,Services,GE,2024.0
50.106392,1.834904,1021176.0,Hauts-de-France,Fournitures,GE,2021.0
48.069754,-0.766995,49855.41,Pays de la Loire,Fournitures,PME,2021.0
48.123584,-1.628033,2444.0,Bretagne,Services,PME,2026.0
48.822597,2.259727,200000.0,Île-de-France,Services,PME,2022.0
48.850959,2.422351,49560.0,Île-de-France,Services,PME,2021.0
46.844785,-1.879584,235326.74,Pays de la Loire,Services,PME,2026.0
45.833921,1.25212,5626207.13,Nouvelle-Aquitaine,Fournitures,GE,2026.0
44.359994,2.555421,100.0,Occitanie,Fournitures,ETI,2020.0
43.600656,1.413626,78220.94,Occitanie,Fournitures,PME,2021.0
42.700003,2.893481,20000.0,Occitanie,Fournitures,PME,2022.0
45.848624,4.530657,43716.73,Auvergne-Rhône-Alpes,Travaux,PME,2025.0
48.728886,7.906387,195567.04,Grand Est,Fournitures,PME,2024.0
46.673902,4.363045,62431.45,Bourgogne-Franche-Comté,Travaux,PME,2024.0
50.282381,2.761587,290000.0,Hauts-de-France,Travaux,GE,2023.0
46.182625,-0.248702,116927.7,Nouvelle-Aquitaine,Fournitures,PME,2022.0
-20.90339,55.48602,46080.0,La Réunion,Travaux,PME,2023.0
47.903925,1.918085,1140504.0,Centre-Val de Loire,Services,PME,2022.0
49.02657,2.226039,85053.0,Île-de-France,Fournitures,ETI,2025.0
47.439162,0.706535,70321.6,Centre-Val de Loire,Travaux,ETI,2024.0
47.221906,-1.524807,66252.77,Pays de la Loire,Fournitures,ETI,2025.0
45.740702,4.819374,70071.49,Auvergne-Rhône-Alpes,Services,ETI,2020.0
46.049524,5.340837,163947.0,Auvergne-Rhône-Alpes,Services,PME,2020.0
42.700003,2.893481,119000.0,Occitanie,Travaux,GE,2020.0
48.138752,-1.95667,169775.0,Bretagne,Services,PME,2025.0
48.828374,-1.568035,21990.0,Normandie,Fournitures,PME,2022.0
48.17663,0.426262,294686.62,Pays de la Loire,Travaux,ETI,2021.0
43.806057,4.658097,14247.88,Provence-Alpes-Côte d'Azur,Fournitures,PME,2021.0
47.968967,-1.812289,429759.44,Bretagne,Travaux,PME,2023.0
-21.009169,55.269755,62548.3,La Réunion,Travaux,PME,2026.0
45.119195,5.811049,558415.17,Auvergne-Rhône-Alpes,Services,PME,2025.0
48.854666,2.345531,4403.0,Île-de-France,Services,PME,2023.0
45.186917,5.732597,5363845.89,Auvergne-Rhône-Alpes,Travaux,GE,2025.0
48.069754,-0.766995,83304.44,Pays de la Loire,Travaux,PME,2022.0
45.759649,4.850964,122768.1,Auvergne-Rhône-Alpes,Travaux,PME,2025.0
49.39829,4.700967,3219.67,Grand Est,Travaux,PME,2026.0
48.683962,6.189472,17112.0,Grand Est,Fournitures,PME,2020.0
46.100106,3.198174,7865.2,Auvergne-Rhône-Alpes,Travaux,,2025.0
47.191328,-1.569438,296656.16,Pays de la Loire,Travaux,PME,2021.0
50.383751,3.428543,352027.77,Hauts-de-France,Travaux,PME,2026.0
48.181204,0.187435,22078.27,Pays de la Loire,Travaux,PME,2019.0
45.760891,4.8539,139000.0,Auvergne-Rhône-Alpes,Services,GE,2021.0
48.700045,2.416761,6000.0,Île-de-France,Services,ETI,2019.0
45.763591,4.858438,6174205.0,Auvergne-Rhône-Alpes,Services,PME,2022.0
44.854866,-0.592516,200000.0,Nouvelle-Aquitaine,Fournitures,PME,2020.0
45.790736,4.708956,87500.0,Auvergne-Rhône-Alpes,Fournitures,,2023.0
48.925459,2.294045,1200000.0,Île-de-France,Services,ETI,2026.0
-20.880901,55.449112,100000.0,La Réunion,Services,ETI,2019.0
-20.890492,55.458196,123861.0,La Réunion,Travaux,PME,2020.0
48.859625,2.328645,50000.0,Île-de-France,Fournitures,PME,2024.0
48.579079,7.739224,216000.0,Grand Est,Fournitures,PME,2026.0
45.032652,4.832288,170240.0,Auvergne-Rhône-Alpes,Services,PME,2023.0
46.674374,-1.428543,21044.0,Pays de la Loire,Services,PME,2020.0
44.194189,0.625893,200000.0,Nouvelle-Aquitaine,Services,GE,2023.0
49.178191,-0.348195,199883.97,Normandie,Travaux,PME,2024.0
43.416647,5.216369,27000.0,Provence-Alpes-Côte d'Azur,Services,PME,2021.0
47.473496,-0.608443,750000.0,Pays de la Loire,Services,ETI,2023.0
45.703149,0.305336,45000.0,Nouvelle-Aquitaine,Services,PME,2024.0
50.994521,2.21921,112701.77,Hauts-de-France,Travaux,PME,2022.0
49.893238,2.295394,95.6,Hauts-de-France,Fournitures,PME,2021.0
47.193678,5.388157,229845.42,Bourgogne-Franche-Comté,Travaux,PME,2025.0
48.844062,2.378366,78000.0,Île-de-France,Services,,2025.0
43.599115,1.436508,3000000.0,Occitanie,Fournitures,GE,2024.0
48.47237,-2.518004,194709.0,Bretagne,Services,GE,2021.0
48.090585,-1.644048,6128.97,Bretagne,Services,PME,2023.0
50.429521,2.789844,179157.0,Hauts-de-France,Travaux,PME,2022.0
50.722887,1.629461,30796.0,Hauts-de-France,Fournitures,ETI,2019.0
47.641425,2.732474,661388.35,Centre-Val de Loire,Travaux,PME,2020.0
48.579079,7.739224,1600000.0,Grand Est,Fournitures,GE,2024.0
43.311028,-0.364523,175200.0,Nouvelle-Aquitaine,Services,PME,2024.0
45.923637,6.869179,54000.0,Auvergne-Rhône-Alpes,Travaux,PME,2024.0
44.391329,0.307263,94760.71,Nouvelle-Aquitaine,Travaux,PME,2026.0
47.325068,5.042539,988300.0,Bourgogne-Franche-Comté,Services,PME,2024.0
49.214044,1.169269,87875.0,Normandie,Travaux,PME,2021.0
48.866956,2.325669,62090.0,Île-de-France,Services,ETI,2023.0
48.279839,4.05346,700000.0,Grand Est,Fournitures,GE,2025.0
45.694911,5.587521,53577.25,Auvergne-Rhône-Alpes,Travaux,PME,2023.0
47.908001,1.910453,140000.0,Centre-Val de Loire,Services,PME,2022.0
44.309779,3.17389,314853.0,Occitanie,Travaux,GE,2025.0
49.221551,2.667315,62300.0,Hauts-de-France,Services,PME,2022.0
48.910692,2.288989,560000.0,Île-de-France,Fournitures,ETI,2026.0
45.485627,4.543198,78555.0,Auvergne-Rhône-Alpes,Services,PME,2026.0
43.5807,7.12746,66309.0,Provence-Alpes-Côte d'Azur,Services,PME,2022.0
48.014617,2.731943,75000.0,Centre-Val de Loire,Fournitures,PME,2023.0
48.101865,-1.674662,151088.02,Bretagne,Travaux,GE,2023.0
45.197881,5.749162,492000.0,Auvergne-Rhône-Alpes,Fournitures,ETI,2024.0
45.646505,0.164184,4000.0,Nouvelle-Aquitaine,Services,GE,2019.0
43.507961,1.569098,67778.3,Occitanie,Services,ETI,2026.0
43.730246,7.253353,100000.0,Provence-Alpes-Côte d'Azur,Services,ETI,2024.0
43.722645,7.113406,150000.0,Provence-Alpes-Côte d'Azur,Fournitures,,2025.0
43.611189,1.456189,59800.0,Occitanie,Services,PME,2021.0
46.205702,5.216669,262.68,Auvergne-Rhône-Alpes,Services,ETI,2024.0
48.862905,2.288342,600000.0,Île-de-France,Services,ETI,2021.0
43.611189,1.456189,170000.0,Occitanie,Services,ETI,2021.0
48.117381,-1.690332,198080.49,Bretagne,Travaux,PME,2021.0
48.822597,2.259727,276767.0,Île-de-France,Services,GE,2019.0
47.673476,-2.76065,9100.0,Bretagne,Services,PME,2024.0
47.482438,-0.677918,52515.0,Pays de la Loire,Travaux,ETI,2024.0
48.85441,2.363701,80000.0,Île-de-France,Services,PME,2021.0
43.593264,1.418988,405000.0,Occitanie,Travaux,,2024.0
49.570327,3.602432,170100.0,Hauts-de-France,Services,PME,2019.0
48.874217,2.334156,42625.0,Île-de-France,Services,PME,2025.0
16.238075,-61.572303,220900.0,Guadeloupe,Fournitures,ETI,2025.0
43.292154,5.359134,3000000.0,Provence-Alpes-Côte d'Azur,Services,GE,2022.0
46.75964,-1.497556,200000.0,Pays de la Loire,Fournitures,ETI,2022.0
43.928653,2.147981,132140.0,Occitanie,Services,ETI,2026.0
45.184661,4.18353,74000.0,Auvergne-Rhône-Alpes,Travaux,PME,2025.0
48.912395,2.331462,11875.0,Île-de-France,Services,PME,2026.0
48.093066,-1.67494,157500.0,Bretagne,Services,,2026.0
45.188897,5.739129,93452.5,Auvergne-Rhône-Alpes,Services,ETI,2025.0
48.808406,2.142046,42576.0,Île-de-France,Services,PME,2020.0
43.807351,4.643554,6500.0,Occitanie,Services,PME,2024.0
46.033658,6.106842,100000.0,Auvergne-Rhône-Alpes,Services,,2025.0
48.394755,2.804427,401183.97,Île-de-France,Services,PME,2025.0
43.117933,5.801869,46665.0,Provence-Alpes-Côte d'Azur,Fournitures,PME,2026.0
50.419668,2.963465,240000.0,Hauts-de-France,Fournitures,,2023.0
43.211573,2.346984,529275.0,Occitanie,Fournitures,PME,2024.0
43.601672,1.45417,76000.0,Occitanie,Travaux,PME,2022.0
48.896158,2.231193,6000000.0,Île-de-France,Services,PME,2026.0
48.627916,2.437467,1005097.1,Île-de-France,Services,GE,2023.0
43.293444,-0.373623,29260.0,Nouvelle-Aquitaine,Fournitures,PME,2019.0
42.457985,2.038607,65552.4,Occitanie,Travaux,PME,2020.0
47.808588,7.178472,9802.0,Grand Est,Fournitures,PME,2023.0
4.928107,-52.290042,955235.0,Guyane,Travaux,PME,2024.0
48.844062,2.378366,6248977.0,Île-de-France,Services,ETI,2023.0
47.207765,-1.545793,15000.0,Pays de la Loire,Services,PME,2021.0
46.09564,4.774666,8100.0,Auvergne-Rhône-Alpes,Services,PME,2025.0
48.690611,-3.649132,67968.01,Bretagne,Travaux,PME,2026.0
45.776248,3.085147,137450.0,Auvergne-Rhône-Alpes,Travaux,PME,2022.0
49.427645,2.638111,79024.04,Hauts-de-France,Fournitures,GE,2023.0
43.682265,1.584184,89698.0,Occitanie,Travaux,PME,2020.0
47.743169,7.334888,140112.0,Grand Est,Services,PME,2023.0
50.642775,3.077072,1129910.35,Hauts-de-France,Travaux,PME,2025.0
44.467467,1.430195,110305.0,Occitanie,Travaux,PME,2019.0
45.645809,0.158007,20000.0,Nouvelle-Aquitaine,Services,PME,2022.0
43.615821,3.872128,59645.0,Occitanie,Travaux,,2024.0
48.615534,2.542188,28000.0,Île-de-France,Travaux,PME,2022.0
45.783045,4.882282,5820000.0,Auvergne-Rhône-Alpes,Travaux,ETI,2022.0
47.221635,2.069844,138.5,Centre-Val de Loire,Services,PME,2019.0
43.453664,4.943403,150000.0,Provence-Alpes-Côte d'Azur,Fournitures,PME,2021.0
43.292154,5.359134,1028500.01,Provence-Alpes-Côte d'Azur,Services,ETI,2021.0
48.794803,2.274205,23107.46,Île-de-France,Services,GE,2025.0
45.776248,3.085147,90000.0,Auvergne-Rhône-Alpes,Services,PME,2025.0
48.194899,7.318842,33450.0,Grand Est,Travaux,PME,2021.0
47.650694,-2.08395,454.97,Bretagne,Travaux,PME,2025.0
43.5807,7.12746,360000.0,Provence-Alpes-Côte d'Azur,Fournitures,GE,2022.0
47.059451,-0.876506,420000.0,Pays de la Loire,Fournitures,GE,2022.0
49.642418,-1.627069,120000.0,Normandie,Fournitures,PME,2020.0
50.637658,3.060801,188000.0,Hauts-de-France,Services,GE,2018.0
47.234683,6.01528,2700000.0,Bourgogne-Franche-Comté,Travaux,PME,2022.0
43.303057,5.367365,325.0,Provence-Alpes-Côte d'Azur,Services,ETI,2023.0
49.111851,6.172598,45230.0,Grand Est,Services,PME,2026.0
43.925443,4.263679,83200.0,Occitanie,Travaux,PME,2023.0
43.89312,-0.499751,3842400.0,Nouvelle-Aquitaine,Services,PME,2021.0
44.015753,1.356498,14743222.62,Occitanie,Travaux,ETI,2021.0
16.331677,-61.695473,1774.8,Guadeloupe,Services,ETI,2023.0
43.309406,5.368157,393900.0,Provence-Alpes-Côte d'Azur,Services,GE,2020.0
48.598792,7.760417,101222.91,Grand Est,Services,GE,2023.0
48.805137,2.419726,323602.5,Île-de-France,Travaux,GE,2023.0
47.673476,-2.76065,23448.0,Bretagne,Travaux,PME,2021.0
48.013409,0.176266,145600.0,Pays de la Loire,Fournitures,PME,2025.0
44.4468,1.44097,110557.2,Occitanie,Travaux,PME,2022.0
46.58569,0.345783,35414.05,Nouvelle-Aquitaine,Fournitures,ETI,2020.0
47.27173,-1.340145,40000.0,Pays de la Loire,Travaux,,2019.0
47.903925,1.918085,532443.64,Centre-Val de Loire,Travaux,GE,2021.0
48.840954,2.392684,9713856.0,Île-de-France,Fournitures,ETI,2024.0
43.270095,2.403752,279412.0,Occitanie,Travaux,GE,2025.0
43.543562,-1.386926,478048.0,Nouvelle-Aquitaine,Travaux,ETI,2025.0
43.807351,4.643554,280000.0,Occitanie,Services,GE,2023.0
45.92131,3.06833,47398.0,Auvergne-Rhône-Alpes,Travaux,PME,2024.0
-20.880901,55.449112,1509277.35,La Réunion,Services,PME,2026.0
46.686663,-1.42615,2900.0,Pays de la Loire,Travaux,PME,2022.0
48.766441,5.158953,77036.0,Grand Est,Travaux,PME,2021.0
43.722645,7.113406,134011.0,Provence-Alpes-Côte d'Azur,Travaux,PME,2020.0
48.624154,2.429029,243950.45,Île-de-France,Travaux,PME,2020.0
45.275142,5.896992,303264.83,Auvergne-Rhône-Alpes,Travaux,PME,2024.0
47.805851,-3.275137,56762.5,Bretagne,Travaux,PME,2025.0
47.480948,-0.554426,90000.0,Pays de la Loire,Services,PME,2023.0
45.988726,4.715563,680306.0,Auvergne-Rhône-Alpes,Fournitures,PME,2022.0
47.901162,1.909564,112500.0,Centre-Val de Loire,Services,PME,2025.0
48.914548,2.381935,150000.0,Île-de-France,Fournitures,PME,2026.0
43.67538,7.19965,400000.0,Provence-Alpes-Côte d'Azur,Fournitures,PME,2026.0
50.360404,3.500886,156000.0,Hauts-de-France,Services,PME,2022.0
44.498064,0.970566,122900.0,Nouvelle-Aquitaine,Fournitures,GE,2020.0
46.353706,6.563397,139697.57,Auvergne-Rhône-Alpes,Fournitures,PME,2023.0
45.186785,5.736167,115000.0,Auvergne-Rhône-Alpes,Services,PME,2024.0
48.444081,1.489168,22400.0,Centre-Val de Loire,Services,PME,2026.0
49.384821,2.409461,940000.0,Hauts-de-France,Fournitures,GE,2024.0
48.709681,2.163487,84000.0,Île-de-France,Services,PME,2025.0
49.855712,3.265367,34082.72,Hauts-de-France,Fournitures,PME,2024.0
43.64427,3.737913,217482.0,Occitanie,Services,PME,2026.0
48.83003,2.005148,166000.0,Île-de-France,Services,GE,2023.0
47.236526,0.127371,625714.74,Centre-Val de Loire,Travaux,PME,2024.0
47.076946,2.407207,77975.78,Centre-Val de Loire,Travaux,PME,2026.0
47.16571,0.246063,51295.0,Centre-Val de Loire,Services,PME,2019.0
46.939514,5.877424,510052.0,Bourgogne-Franche-Comté,Travaux,ETI,2025.0
43.723475,5.540168,71544.0,Provence-Alpes-Côte d'Azur,Travaux,PME,2023.0
48.849054,2.474696,126.0,Île-de-France,Services,PME,2024.0
47.191328,-1.569438,32000.0,Pays de la Loire,Services,,2024.0
50.360404,3.500886,6000000.0,Hauts-de-France,Fournitures,ETI,2022.0
48.854666,2.345531,3868619.22,Île-de-France,Travaux,ETI,2020.0
43.129679,5.936625,140000.0,Provence-Alpes-Côte d'Azur,Fournitures,ETI,2024.0
49.486621,0.115756,24959232.91,Normandie,Travaux,GE,2023.0
48.83891,2.372263,250000.0,Île-de-France,Travaux,PME,2019.0
47.642393,-2.750435,271370.19,Bretagne,Travaux,GE,2023.0
43.6078,3.890743,600000.0,Occitanie,Fournitures,PME,2026.0
48.850702,2.417298,2526.0,Île-de-France,Services,PME,2020.0
16.22495,-61.385451,500000.0,Guadeloupe,Travaux,PME,2024.0
47.468029,-0.551264,19597.0,Pays de la Loire,Travaux,PME,2024.0
48.8957,2.282612,800000.0,Île-de-France,Services,PME,2021.0
48.552599,2.632099,214999.0,Île-de-France,Services,ETI,2023.0
47.363857,0.676654,34200.0,Centre-Val de Loire,Services,ETI,2026.0
44.565568,6.501888,64652.91,Provence-Alpes-Côte d'Azur,Services,PME,2024.0
43.948085,4.805349,469960.0,Provence-Alpes-Côte d'Azur,Travaux,GE,2022.0
46.078871,6.381086,114165.9,Auvergne-Rhône-Alpes,Travaux,GE,2022.0
47.943702,0.044237,85750.0,Pays de la Loire,Services,PME,2022.0
44.006869,1.360834,597834.0,Occitanie,Travaux,GE,2020.0
48.653878,2.41529,139917.15,Île-de-France,Travaux,GE,2022.0
46.671295,5.55451,1000000.0,Bourgogne-Franche-Comté,Services,PME,2024.0
48.822597,2.259727,40000.0,Île-de-France,Fournitures,PME,2021.0
45.87214,3.286426,78843.77,Auvergne-Rhône-Alpes,Travaux,GE,2022.0
45.159829,5.729239,362668.11,Auvergne-Rhône-Alpes,Travaux,ETI,2021.0
44.349141,4.768194,23364.0,Auvergne-Rhône-Alpes,Travaux,PME,2025.0
44.83165,-0.564931,7120.0,Nouvelle-Aquitaine,Services,PME,2022.0
49.430049,1.053371,60000.0,Normandie,Fournitures,PME,2026.0
44.030851,2.540326,284832.11,Occitanie,Travaux,GE,2024.0
47.50649,6.997653,78500.0,Bourgogne-Franche-Comté,Fournitures,PME,2023.0
48.839003,2.270817,0.2,Île-de-France,Services,ETI,2026.0
43.67538,7.19965,615000.0,Provence-Alpes-Côte d'Azur,Services,ETI,2023.0
49.497845,0.111042,6184344.38,Normandie,Travaux,GE,2022.0
43.609849,1.333173,1298452.24,Occitanie,Services,ETI,2021.0
-20.880901,55.449112,270000.0,La Réunion,Services,PME,2023.0
43.425065,6.768535,140000.0,Provence-Alpes-Côte d'Azur,Services,GE,2022.0
48.848075,2.448134,30400.0,Île-de-France,Services,,2025.0
45.973104,4.331411,23300.0,Auvergne-Rhône-Alpes,Services,PME,2024.0
47.251401,5.979439,26520.95,Bourgogne-Franche-Comté,Travaux,PME,2021.0
45.416161,0.919603,172389.6,Nouvelle-Aquitaine,Fournitures,PME,2026.0
48.912395,2.331462,2514.0,Île-de-France,Travaux,ETI,2024.0
43.611189,1.456189,246633.19,Occitanie,Travaux,PME,2026.0
43.944335,2.156877,36818.0,Occitanie,Travaux,PME,2019.0
48.97597,2.376833,45069600.0,Île-de-France,Services,ETI,2025.0
47.098486,-1.277557,1434620.0,Pays de la Loire,Travaux,GE,2021.0
47.652854,-2.093167,80000.0,Bretagne,Travaux,GE,2023.0
44.349439,2.574741,1560000.0,Occitanie,Travaux,PME,2025.0
43.111492,5.94225,125075.0,Provence-Alpes-Côte d'Azur,Services,PME,2023.0
46.323985,-0.464225,44000.0,Nouvelle-Aquitaine,Fournitures,GE,2021.0
45.826609,1.260348,600000.0,Nouvelle-Aquitaine,Fournitures,,2020.0
48.835224,2.519827,600000000.0,Île-de-France,Fournitures,GE,2026.0
45.776248,3.085147,120000.0,Auvergne-Rhône-Alpes,Services,PME,2022.0
48.912395,2.331462,4975.0,Île-de-France,Services,PME,2026.0
43.302103,5.374153,4351702.05,Provence-Alpes-Côte d'Azur,Services,ETI,2023.0
48.852149,2.279529,1500000.0,Île-de-France,Services,PME,2022.0
45.78264,4.878107,1000000.0,Auvergne-Rhône-Alpes,Fournitures,PME,2020.0
46.066542,6.310948,1680000.0,Auvergne-Rhône-Alpes,Services,ETI,2025.0
48.115291,5.143848,30000.0,Grand Est,Services,GE,2024.0
43.832743,4.349551,3121.92,Occitanie,Services,,2023.0
45.638664,-1.025321,145.0,Nouvelle-Aquitaine,Travaux,PME,2022.0
43.951479,4.536043,60000.0,Occitanie,Fournitures,PME,2023.0
45.432496,6.020279,266035.1,Auvergne-Rhône-Alpes,Travaux,GE,2026.0
50.444321,2.904946,114000.0,Hauts-de-France,Fournitures,ETI,2019.0
43.209669,2.361897,11956.72,Occitanie,Travaux,PME,2024.0
42.69605,2.878076,3000000.0,Occitanie,Fournitures,PME,2023.0
48.912395,2.331462,1.0,Île-de-France,Fournitures,GE,2023.0
48.794432,2.32097,540000.0,Île-de-France,Services,PME,2022.0
49.384171,2.781362,6417795.0,Hauts-de-France,Services,GE,2024.0
46.317128,4.81526,28955.0,Bourgogne-Franche-Comté,Services,GE,2019.0
49.199977,-0.360767,5231.23,Normandie,Fournitures,ETI,2021.0
49.447125,2.285316,450274.2,Hauts-de-France,Travaux,GE,2026.0
45.958222,1.402035,49606.8,Nouvelle-Aquitaine,Services,PME,2025.0
50.320163,3.834471,9425.28,Hauts-de-France,Travaux,PME,2022.0
50.472483,2.870926,2500000.0,Hauts-de-France,Travaux,PME,2021.0
49.178416,-0.359722,48882.0,Normandie,Fournitures,PME,2023.0
45.957645,4.647543,41944.19,Auvergne-Rhône-Alpes,Travaux,PME,2019.0
44.836796,-0.582277,41137.55,Nouvelle-Aquitaine,Travaux,PME,2025.0
50.354527,3.518958,48488.3,Hauts-de-France,Travaux,PME,2020.0
47.217213,5.970024,118128.24,Bourgogne-Franche-Comté,Travaux,PME,2023.0
48.505577,-2.770632,530000.0,Bretagne,Services,PME,2018.0
49.214999,6.158703,55500.0,Grand Est,Services,GE,2019.0
50.276701,3.975533,490593.0,Hauts-de-France,Travaux,PME,2024.0
48.86704,2.349299,3600.0,Île-de-France,Services,ETI,2021.0
47.37882,0.818742,250000.0,Centre-Val de Loire,Fournitures,PME,2020.0
44.875114,4.878106,37788.66,Auvergne-Rhône-Alpes,Travaux,PME,2020.0
48.9037,2.115071,7075610.57,Île-de-France,Travaux,ETI,2020.0
45.204148,4.032898,38987.0,Auvergne-Rhône-Alpes,Travaux,PME,2023.0
43.09319,5.839145,2218942.0,Provence-Alpes-Côte d'Azur,Fournitures,GE,2020.0
43.291346,5.393925,18676.0,Provence-Alpes-Côte d'Azur,Fournitures,ETI,2021.0
48.729571,1.383309,150000.0,Centre-Val de Loire,Services,GE,2022.0
47.325068,5.042539,142450.16,Bourgogne-Franche-Comté,Travaux,PME,2022.0
46.569595,0.371906,1986675.0,Nouvelle-Aquitaine,Services,PME,2025.0
48.119445,-1.603015,132209.0,Bretagne,Services,PME,2022.0
50.521053,1.58673,125000.0,Hauts-de-France,Services,PME,2023.0
49.214605,6.114658,353066.25,Grand Est,Services,ETI,2023.0
48.839003,2.270817,450000.0,Île-de-France,Services,ETI,2025.0
48.509645,2.799994,336487.4,Île-de-France,Services,ETI,2021.0
47.93667,-1.661798,131707.7,Bretagne,Services,,2022.0
45.306922,0.871871,69970.0,Nouvelle-Aquitaine,Travaux,PME,2019.0
47.647858,6.862931,280.0,Bourgogne-Franche-Comté,Fournitures,,2024.0
44.799608,4.780687,800000.0,Auvergne-Rhône-Alpes,Travaux,ETI,2025.0
46.806783,4.426685,15050.0,Bourgogne-Franche-Comté,Services,PME,2024.0
46.565613,3.326231,50000.0,Auvergne-Rhône-Alpes,Fournitures,PME,2021.0
47.234683,6.01528,440000.0,Bourgogne-Franche-Comté,Services,PME,2023.0
48.670839,2.374375,500000.0,Île-de-France,Travaux,PME,2021.0
46.811895,1.6871,630519.88,Centre-Val de Loire,Travaux,ETI,2021.0
48.197685,1.092057,66474.16,Centre-Val de Loire,Travaux,ETI,2026.0
47.637629,-2.162611,119468.33,Bretagne,Travaux,ETI,2023.0
49.442158,1.098889,447256.0,Normandie,Travaux,PME,2024.0
42.634052,2.759142,153646.67,Occitanie,Fournitures,GE,2026.0
45.638664,-1.025321,52783.0,Nouvelle-Aquitaine,Fournitures,PME,2022.0
47.217804,-1.555041,214999.0,Pays de la Loire,Services,GE,2023.0
45.776248,3.085147,480000.0,Auvergne-Rhône-Alpes,Fournitures,GE,2025.0
50.71717,2.552059,60000.0,Hauts-de-France,Fournitures,PME,2023.0
46.987344,3.158667,2500000.0,Bourgogne-Franche-Comté,Travaux,ETI,2026.0
43.493858,-1.482345,167000.0,Nouvelle-Aquitaine,Services,PME,2023.0
48.609385,7.710726,1656009.6,Grand Est,Services,PME,2022.0
48.855436,2.318281,420536.46,Île-de-France,Travaux,ETI,2022.0
46.304087,4.834081,54300.0,Bourgogne-Franche-Comté,Travaux,PME,2021.0
-20.880901,55.449112,362078.0,La Réunion,Travaux,PME,2025.0
44.730286,4.591419,155562.35,Auvergne-Rhône-Alpes,Travaux,PME,2024.0
45.271364,1.769235,4730.99,Nouvelle-Aquitaine,Services,ETI,2024.0
43.67538,7.19965,7200000.0,Provence-Alpes-Côte d'Azur,Services,PME,2023.0
49.199977,-0.360767,30351760.0,Normandie,Fournitures,ETI,2020.0
42.697993,2.88031,65552.64,Occitanie,Services,PME,2022.0
43.894897,-0.490267,3467000.0,Nouvelle-Aquitaine,Travaux,ETI,2025.0
50.373236,3.078146,266079.79,Hauts-de-France,Travaux,PME,2019.0
45.767808,4.835757,390409.1,Auvergne-Rhône-Alpes,Services,ETI,2026.0
50.722887,1.629461,3224.0,Hauts-de-France,Fournitures,PME,2021.0
44.684644,2.85048,124705.0,Occitanie,Travaux,PME,2025.0
43.696197,7.271743,39999996.0,Provence-Alpes-Côte d'Azur,Fournitures,ETI,2022.0
-20.90339,55.48602,3000000.0,La Réunion,Travaux,PME,2020.0
48.076851,7.336788,25000.0,Grand Est,Fournitures,PME,2024.0
47.589721,1.333458,40000000.0,Centre-Val de Loire,Services,ETI,2024.0
48.582997,7.734365,53000.0,Grand Est,Services,ETI,2023.0
43.292154,5.359134,2995983.77,Provence-Alpes-Côte d'Azur,Travaux,GE,2023.0
47.363857,0.676654,280000.0,Centre-Val de Loire,Fournitures,GE,2026.0
49.199977,-0.360767,50400.0,Normandie,Fournitures,ETI,2025.0
44.557993,6.077445,19999998.0,Provence-Alpes-Côte d'Azur,Fournitures,PME,2025.0
47.461406,-0.562124,158994.02,Pays de la Loire,Travaux,PME,2024.0
45.923473,6.685732,2772.84,Auvergne-Rhône-Alpes,Services,PME,2025.0
45.762253,4.828191,1058958.44,Auvergne-Rhône-Alpes,Services,ETI,2024.0
49.178191,-0.348195,1320000.0,Normandie,Services,PME,2026.0
48.001912,0.198462,1994958.42,Pays de la Loire,Travaux,PME,2021.0
43.303057,5.367365,147.5,Provence-Alpes-Côte d'Azur,Services,PME,2023.0
43.603872,1.444053,36500.0,Occitanie,Fournitures,PME,2020.0
48.971669,2.400325,552464.0,Île-de-France,Travaux,PME,2020.0
47.273779,-2.213732,315781.08,Pays de la Loire,Travaux,ETI,2024.0
43.62333,3.836766,1622838.0,Occitanie,Travaux,GE,2021.0
46.138209,-1.152052,11400.0,Nouvelle-Aquitaine,Services,PME,2022.0
43.920219,4.805178,20138.0,Provence-Alpes-Côte d'Azur,Travaux,,2024.0
47.988793,0.124629,144505.0,Pays de la Loire,Services,PME,2026.0
49.284779,1.822624,34642.46,Hauts-de-France,Services,GE,2021.0
48.11945,-1.205793,8276.5,Bretagne,Travaux,ETI,2021.0
48.817304,7.787447,5702.0,Grand Est,Travaux,PME,2022.0
45.611577,5.498037,714365.7,Auvergne-Rhône-Alpes,Travaux,PME,2023.0
48.069754,-0.766995,257700.8,Pays de la Loire,Travaux,GE,2023.0
48.839003,2.270817,2000000.0,Île-de-France,Services,PME,2026.0
43.493505,-1.474908,1479.0,Nouvelle-Aquitaine,Travaux,ETI,2024.0
50.354527,3.518958,161801.0,Hauts-de-France,Travaux,ETI,2020.0
45.758093,4.8544,8000000.0,Auvergne-Rhône-Alpes,Travaux,,2024.0
49.438237,2.107477,61776.0,Hauts-de-France,Services,PME,2022.0
48.81622,2.309144,20000.0,Île-de-France,Services,PME,2018.0
43.696197,7.271743,135944.0,Provence-Alpes-Côte d'Azur,Services,GE,2025.0
